record_id,timestamp,department,data_system,cost_category,planned_costs,actual_costs,cost_optimization_strategy,satisfaction_level,employee_count,cost_deviation,cost_per_employee
9756,2023-05-18 06:20:42,Продажи,ERP,Обслуживание оборудования,7736,6654,Переход на ПО с открытым исходным кодом,Очень доволен,138,-1082,48.22
9757,2024-01-17 10:55:17,Логистика,BI-платформа,Обслуживание оборудования,65444,58401,Переход на ПО с открытым исходным кодом,Очень доволен,433,-7043,134.88
9758,2023-10-01 18:54:28,HR,Хранилище данных,Консалтинг,20286,25187,Централизация закупок ПО,Доволен,473,4901,53.25
9759,2024-07-15 11:36:26,Маркетинг,ETL-инструменты,Консалтинг,11283,13673,Повышение квалификации сотрудников,Очень недоволен,336,2390,40.69
9760,2024-09-06 11:21:38,Исследования и разработка,ETL-инструменты,Заработная плата персонала,51262,56778,Повышение квалификации сотрудников,Недоволен,452,5516,125.62
9761,2023-07-21 23:08:08,Маркетинг,Система управленческого учета,Обучение сотрудников,45965,45332,Переход на ПО с открытым исходным кодом,Очень недоволен,291,-633,155.78
9762,2024-01-04 03:57:04,Производство,Data Lake,Обслуживание оборудования,33186,33981,Оптимизация облачных ресурсов,Очень доволен,192,795,176.98
9763,2024-07-09 02:51:30,Продажи,ERP,Облачные сервисы,60510,51815,Централизация закупок ПО,Нейтрально,326,-8695,158.94
9764,2023-10-17 15:59:42,Продажи,CRM,Консалтинг,67756,82536,Централизация закупок ПО,Очень доволен,479,14780,172.31
9765,2024-03-14 10:16:28,ИТ,ERP,Облачные сервисы,52624,65662,Оптимизация облачных ресурсов,Нейтрально,16,13038,4103.88
9766,2023-05-04 19:22:40,Продажи,BI-платформа,Облачные сервисы,53225,54117,Автоматизация рутинных задач,Доволен,317,892,170.72
9767,2024-05-06 10:09:16,ИТ,ERP,Облачные сервисы,68141,58007,Повышение квалификации сотрудников,Доволен,71,-10134,817.0
9768,2023-03-31 21:51:08,HR,BI-платформа,Обучение сотрудников,95692,92452,Переход на ПО с открытым исходным кодом,Недоволен,290,-3240,318.8
9769,2023-01-01 07:54:08,ИТ,Хранилище данных,Заработная плата персонала,32003,31686,Пересмотр лицензионных соглашений,Очень доволен,364,-317,87.05
9770,2024-01-15 16:42:00,Финансы,CRM,Обслуживание оборудования,94709,95940,Переход на ПО с открытым исходным кодом,Недоволен,253,1231,379.21
9771,2023-11-01 09:56:37,Маркетинг,ERP,Заработная плата персонала,82058,82680,Повышение квалификации сотрудников,Доволен,220,622,375.82
9772,2023-05-15 17:00:19,Маркетинг,Система управленческого учета,Облачные сервисы,49039,53346,Повышение квалификации сотрудников,Нейтрально,142,4307,375.68
9773,2023-12-08 12:02:05,ИТ,ERP,Лицензии на ПО,12255,12418,Оптимизация облачных ресурсов,Очень доволен,261,163,47.58
9774,2024-01-08 13:12:10,Маркетинг,BI-платформа,Обучение сотрудников,91579,81847,Переход на ПО с открытым исходным кодом,Доволен,85,-9732,962.91
9775,2024-10-02 19:01:55,Исследования и разработка,Система управленческого учета,Обслуживание оборудования,44150,51339,Переход на ПО с открытым исходным кодом,Недоволен,265,7189,193.73
9776,2023-07-17 16:09:20,Производство,ETL-инструменты,Обучение сотрудников,39424,33637,Пересмотр лицензионных соглашений,Недоволен,394,-5787,85.37
9777,2024-03-01 18:29:15,HR,ERP,Обучение сотрудников,54318,65791,Пересмотр лицензионных соглашений,Очень доволен,223,11473,295.03
9778,2024-05-06 09:45:52,ИТ,Система управленческого учета,Лицензии на ПО,34844,39847,Пересмотр лицензионных соглашений,Очень недоволен,45,5003,885.49
9779,2024-02-09 22:17:00,Производство,CRM,Облачные сервисы,12762,14719,Автоматизация рутинных задач,Очень недоволен,212,1957,69.43
9780,2023-11-09 22:32:07,Финансы,Data Lake,Облачные сервисы,13630,13532,Оптимизация облачных ресурсов,Доволен,290,-98,46.66
9781,2024-07-14 08:19:26,Маркетинг,Data Lake,Консалтинг,21174,21248,Повышение квалификации сотрудников,Очень доволен,429,74,49.53
9782,2024-01-07 05:39:10,Продажи,Хранилище данных,Обслуживание оборудования,63895,78729,Переход на ПО с открытым исходным кодом,Очень доволен,387,14834,203.43
9783,2024-06-02 02:14:12,Логистика,CRM,Заработная плата персонала,87684,97610,Переход на ПО с открытым исходным кодом,Очень недоволен,224,9926,435.76
9784,2024-07-27 06:03:02,Продажи,Хранилище данных,Облачные сервисы,47126,49082,Переход на ПО с открытым исходным кодом,Очень доволен,158,1956,310.65
9785,2024-07-13 08:49:28,Маркетинг,ERP,Обслуживание оборудования,54183,49532,Автоматизация рутинных задач,Очень недоволен,369,-4651,134.23
9786,2024-07-16 12:58:12,Логистика,ETL-инструменты,Обслуживание оборудования,52881,63208,Пересмотр лицензионных соглашений,Очень доволен,357,10327,177.05
9787,2023-09-27 02:20:08,Производство,ETL-инструменты,Заработная плата персонала,92464,79768,Повышение квалификации сотрудников,Очень доволен,224,-12696,356.11
9788,2024-08-15 02:21:22,ИТ,ETL-инструменты,Консалтинг,35549,38914,Переход на ПО с открытым исходным кодом,Очень недоволен,391,3365,99.52
9789,2023-11-15 21:27:38,ИТ,Система управленческого учета,Облачные сервисы,97565,105936,Автоматизация рутинных задач,Доволен,209,8371,506.87
9790,2023-05-26 22:22:15,Продажи,ERP,Консалтинг,36068,36183,Повышение квалификации сотрудников,Очень доволен,380,115,95.22
9791,2023-08-29 15:16:57,Финансы,BI-платформа,Обслуживание оборудования,54115,53561,Автоматизация рутинных задач,Нейтрально,391,-554,136.98
9792,2023-08-20 15:36:21,Маркетинг,ERP,Обучение сотрудников,72935,63892,Переход на ПО с открытым исходным кодом,Очень недоволен,474,-9043,134.79
9793,2023-06-02 03:37:26,Логистика,CRM,Заработная плата персонала,15405,14046,Централизация закупок ПО,Нейтрально,219,-1359,64.14
9794,2024-12-15 03:55:16,Логистика,BI-платформа,Лицензии на ПО,87341,106200,Оптимизация облачных ресурсов,Очень недоволен,171,18859,621.05
9795,2023-09-12 16:27:55,Логистика,Data Lake,Облачные сервисы,60141,54046,Централизация закупок ПО,Недоволен,367,-6095,147.26
9796,2023-10-16 09:19:16,ИТ,ERP,Заработная плата персонала,46225,46739,Повышение квалификации сотрудников,Очень доволен,100,514,467.39
9797,2024-09-02 15:25:06,ИТ,Система управленческого учета,Заработная плата персонала,13176,13454,Переход на ПО с открытым исходным кодом,Недоволен,265,278,50.77
9798,2024-09-18 03:45:41,Производство,Система управленческого учета,Лицензии на ПО,89313,86676,Оптимизация облачных ресурсов,Нейтрально,322,-2637,269.18
9799,2024-07-29 05:17:14,Логистика,Хранилище данных,Обучение сотрудников,86135,102234,Переход на ПО с открытым исходным кодом,Очень доволен,450,16099,227.19
9800,2024-10-14 21:16:09,Продажи,CRM,Облачные сервисы,21334,24677,Повышение квалификации сотрудников,Очень недоволен,400,3343,61.69
9801,2024-09-21 19:52:11,Логистика,CRM,Заработная плата персонала,14381,14354,Переход на ПО с открытым исходным кодом,Нейтрально,359,-27,39.98
9802,2023-04-15 23:41:03,HR,CRM,Лицензии на ПО,98124,105702,Переход на ПО с открытым исходным кодом,Доволен,135,7578,782.98
9803,2024-12-13 23:32:02,Производство,Система управленческого учета,Заработная плата персонала,64402,75868,Повышение квалификации сотрудников,Доволен,486,11466,156.11
9804,2023-09-27 04:21:07,Маркетинг,Data Lake,Облачные сервисы,98466,95639,Повышение квалификации сотрудников,Очень недоволен,316,-2827,302.66
9805,2024-03-18 06:29:41,Маркетинг,ETL-инструменты,Консалтинг,6438,6808,Автоматизация рутинных задач,Очень недоволен,142,370,47.94
9806,2023-03-11 13:30:09,Продажи,Хранилище данных,Облачные сервисы,13490,13740,Пересмотр лицензионных соглашений,Очень доволен,482,250,28.51
9807,2024-09-06 09:51:02,Финансы,CRM,Заработная плата персонала,85479,81276,Автоматизация рутинных задач,Очень доволен,480,-4203,169.32
9808,2023-12-02 19:36:00,Производство,Система управленческого учета,Консалтинг,48519,57157,Переход на ПО с открытым исходным кодом,Нейтрально,348,8638,164.24
9809,2023-02-10 22:55:17,Исследования и разработка,Хранилище данных,Консалтинг,51119,53003,Повышение квалификации сотрудников,Очень недоволен,497,1884,106.65
9810,2024-06-17 01:58:10,HR,CRM,Консалтинг,43214,51689,Переход на ПО с открытым исходным кодом,Доволен,72,8475,717.9
9811,2023-08-16 18:33:57,Маркетинг,ERP,Консалтинг,57603,63531,Централизация закупок ПО,Доволен,424,5928,149.84
9812,2024-07-01 23:55:08,HR,BI-платформа,Лицензии на ПО,13542,13161,Оптимизация облачных ресурсов,Очень недоволен,450,-381,29.25
9813,2024-12-17 00:04:19,Финансы,BI-платформа,Обучение сотрудников,58226,58602,Повышение квалификации сотрудников,Очень недоволен,279,376,210.04
9814,2023-12-01 09:35:10,Исследования и разработка,BI-платформа,Заработная плата персонала,41486,44682,Централизация закупок ПО,Доволен,283,3196,157.89
9815,2023-11-23 21:38:52,HR,Data Lake,Заработная плата персонала,92812,90178,Автоматизация рутинных задач,Очень недоволен,247,-2634,365.09
9816,2023-04-27 19:05:55,ИТ,ETL-инструменты,Лицензии на ПО,35583,38959,Переход на ПО с открытым исходным кодом,Недоволен,446,3376,87.35
9817,2023-07-16 00:20:44,Производство,Система управленческого учета,Лицензии на ПО,70393,72915,Автоматизация рутинных задач,Недоволен,18,2522,4050.83
9818,2023-01-17 16:57:46,Маркетинг,Data Lake,Облачные сервисы,54230,55685,Повышение квалификации сотрудников,Очень доволен,336,1455,165.73
9819,2023-04-19 08:45:07,Маркетинг,BI-платформа,Обслуживание оборудования,99904,85055,Пересмотр лицензионных соглашений,Нейтрально,180,-14849,472.53
9820,2023-03-04 03:23:18,Производство,CRM,Заработная плата персонала,44746,55825,Пересмотр лицензионных соглашений,Очень недоволен,132,11079,422.92
9821,2024-11-15 09:53:52,Маркетинг,Хранилище данных,Консалтинг,13609,14050,Повышение квалификации сотрудников,Доволен,407,441,34.52
9822,2023-06-22 15:41:08,Производство,CRM,Обслуживание оборудования,25521,28811,Повышение квалификации сотрудников,Недоволен,422,3290,68.27
9823,2024-07-03 03:48:30,Производство,Data Lake,Обслуживание оборудования,68569,65163,Пересмотр лицензионных соглашений,Очень доволен,361,-3406,180.51
9824,2023-09-16 23:34:42,HR,CRM,Консалтинг,9258,11035,Автоматизация рутинных задач,Очень недоволен,347,1777,31.8
9825,2023-04-08 09:54:41,ИТ,ETL-инструменты,Обучение сотрудников,33053,31069,Оптимизация облачных ресурсов,Очень доволен,75,-1984,414.25
9826,2023-06-21 12:41:53,ИТ,ETL-инструменты,Заработная плата персонала,22995,21355,Автоматизация рутинных задач,Очень доволен,208,-1640,102.67
9827,2024-12-20 01:52:53,ИТ,CRM,Лицензии на ПО,92396,98657,Переход на ПО с открытым исходным кодом,Нейтрально,281,6261,351.09
9828,2024-08-27 18:02:05,Исследования и разработка,Data Lake,Облачные сервисы,71755,86077,Оптимизация облачных ресурсов,Доволен,142,14322,606.18
9829,2023-08-05 23:26:20,ИТ,BI-платформа,Обслуживание оборудования,61092,68345,Оптимизация облачных ресурсов,Недоволен,249,7253,274.48
9830,2024-04-11 07:06:15,Продажи,Хранилище данных,Облачные сервисы,25720,30884,Повышение квалификации сотрудников,Нейтрально,282,5164,109.52
9831,2024-12-25 11:08:53,ИТ,BI-платформа,Заработная плата персонала,54491,58985,Повышение квалификации сотрудников,Очень недоволен,281,4494,209.91
9832,2024-03-10 02:43:13,Производство,BI-платформа,Обучение сотрудников,64987,69133,Переход на ПО с открытым исходным кодом,Нейтрально,43,4146,1607.74
9833,2023-06-03 14:37:57,HR,Система управленческого учета,Заработная плата персонала,49318,52582,Повышение квалификации сотрудников,Недоволен,351,3264,149.81
9834,2024-03-28 20:23:31,Маркетинг,Data Lake,Обучение сотрудников,15490,18832,Централизация закупок ПО,Очень недоволен,145,3342,129.88
9835,2023-03-26 08:44:46,Маркетинг,ETL-инструменты,Лицензии на ПО,14845,12717,Автоматизация рутинных задач,Доволен,350,-2128,36.33
9836,2023-07-28 05:55:55,Маркетинг,Хранилище данных,Облачные сервисы,11736,10977,Оптимизация облачных ресурсов,Недоволен,298,-759,36.84
9837,2024-04-25 11:36:59,Маркетинг,ERP,Обслуживание оборудования,8201,9675,Оптимизация облачных ресурсов,Недоволен,82,1474,117.99
9838,2024-10-28 00:14:38,Продажи,BI-платформа,Заработная плата персонала,21211,25816,Автоматизация рутинных задач,Очень недоволен,386,4605,66.88
9839,2024-02-07 08:27:12,HR,ERP,Обучение сотрудников,56562,55974,Автоматизация рутинных задач,Недоволен,61,-588,917.61
9840,2023-10-07 00:17:05,HR,BI-платформа,Заработная плата персонала,17762,22003,Оптимизация облачных ресурсов,Нейтрально,462,4241,47.63
9841,2024-12-06 23:32:30,Логистика,Data Lake,Лицензии на ПО,69563,77294,Автоматизация рутинных задач,Нейтрально,479,7731,161.37
9842,2024-08-21 13:08:12,Финансы,ERP,Консалтинг,69487,85403,Повышение квалификации сотрудников,Нейтрально,107,15916,798.16
9843,2023-06-29 14:25:57,Маркетинг,Хранилище данных,Обслуживание оборудования,71958,68937,Переход на ПО с открытым исходным кодом,Нейтрально,46,-3021,1498.63
9844,2024-08-13 03:26:31,Продажи,Система управленческого учета,Обслуживание оборудования,54750,46903,Переход на ПО с открытым исходным кодом,Очень доволен,50,-7847,938.06
9845,2024-12-07 13:28:55,Производство,CRM,Консалтинг,8325,8642,Централизация закупок ПО,Доволен,54,317,160.04
9846,2024-08-11 17:36:19,Исследования и разработка,Система управленческого учета,Консалтинг,53712,54902,Централизация закупок ПО,Очень доволен,499,1190,110.02
9847,2023-04-07 02:15:00,Продажи,CRM,Заработная плата персонала,82941,77924,Автоматизация рутинных задач,Очень доволен,27,-5017,2886.07
9848,2023-07-23 01:13:12,Маркетинг,BI-платформа,Лицензии на ПО,86734,93856,Пересмотр лицензионных соглашений,Нейтрально,459,7122,204.48
9849,2024-06-06 12:20:42,ИТ,Data Lake,Лицензии на ПО,47270,56028,Повышение квалификации сотрудников,Доволен,87,8758,644.0
9850,2024-12-03 13:35:36,Логистика,Хранилище данных,Обслуживание оборудования,14953,14394,Оптимизация облачных ресурсов,Очень недоволен,147,-559,97.92
9851,2024-12-12 13:14:32,Исследования и разработка,BI-платформа,Облачные сервисы,61355,64827,Переход на ПО с открытым исходным кодом,Очень недоволен,140,3472,463.05
9852,2024-07-18 07:44:28,Финансы,BI-платформа,Облачные сервисы,60075,52614,Повышение квалификации сотрудников,Очень доволен,111,-7461,474.0
9853,2023-07-14 16:32:05,HR,Хранилище данных,Облачные сервисы,27218,23964,Переход на ПО с открытым исходным кодом,Недоволен,10,-3254,2396.4
9854,2023-07-06 20:57:01,ИТ,Хранилище данных,Лицензии на ПО,53557,62431,Пересмотр лицензионных соглашений,Очень доволен,75,8874,832.41
9855,2024-07-19 03:49:45,Исследования и разработка,CRM,Консалтинг,82828,73642,Повышение квалификации сотрудников,Доволен,407,-9186,180.94
9856,2023-08-11 03:10:52,Продажи,Хранилище данных,Консалтинг,82769,83857,Переход на ПО с открытым исходным кодом,Доволен,425,1088,197.31
9857,2023-11-28 10:29:18,Производство,Система управленческого учета,Заработная плата персонала,80567,95216,Автоматизация рутинных задач,Очень недоволен,206,14649,462.21
9858,2023-12-07 13:15:22,ИТ,Хранилище данных,Обслуживание оборудования,13129,11188,Повышение квалификации сотрудников,Нейтрально,464,-1941,24.11
9859,2024-12-05 20:38:55,ИТ,Система управленческого учета,Облачные сервисы,13619,13096,Пересмотр лицензионных соглашений,Нейтрально,242,-523,54.12
9860,2024-11-12 03:38:43,Маркетинг,ERP,Заработная плата персонала,20855,25757,Автоматизация рутинных задач,Недоволен,204,4902,126.26
9861,2023-11-28 22:13:00,Маркетинг,Data Lake,Обслуживание оборудования,77197,71746,Оптимизация облачных ресурсов,Нейтрально,273,-5451,262.81
9862,2023-12-12 19:33:00,Логистика,ERP,Лицензии на ПО,56547,66302,Оптимизация облачных ресурсов,Очень доволен,302,9755,219.54
9863,2023-03-01 18:32:33,Исследования и разработка,Система управленческого учета,Лицензии на ПО,41046,37038,Оптимизация облачных ресурсов,Очень недоволен,106,-4008,349.42
9864,2024-06-22 16:13:34,Логистика,BI-платформа,Облачные сервисы,5289,5719,Централизация закупок ПО,Очень доволен,207,430,27.63
9865,2023-09-01 11:51:46,Маркетинг,CRM,Заработная плата персонала,51928,52580,Централизация закупок ПО,Недоволен,191,652,275.29
9866,2024-01-24 07:42:04,Производство,Data Lake,Обслуживание оборудования,43334,48130,Автоматизация рутинных задач,Нейтрально,118,4796,407.88
9867,2023-04-26 18:40:08,Продажи,Хранилище данных,Облачные сервисы,79450,85456,Централизация закупок ПО,Недоволен,282,6006,303.04
9868,2024-01-14 20:47:58,HR,Система управленческого учета,Обслуживание оборудования,88171,90279,Переход на ПО с открытым исходным кодом,Очень доволен,69,2108,1308.39
9869,2023-01-24 05:53:07,Исследования и разработка,Система управленческого учета,Лицензии на ПО,47276,56175,Централизация закупок ПО,Доволен,213,8899,263.73
9870,2024-01-25 18:04:54,HR,ETL-инструменты,Заработная плата персонала,93710,81950,Централизация закупок ПО,Доволен,223,-11760,367.49
9871,2024-04-19 21:06:51,Продажи,CRM,Заработная плата персонала,61489,60474,Автоматизация рутинных задач,Недоволен,293,-1015,206.4
9872,2023-01-15 09:11:00,Исследования и разработка,ETL-инструменты,Обучение сотрудников,17576,15475,Централизация закупок ПО,Недоволен,167,-2101,92.66
9873,2024-06-21 01:57:14,Продажи,Хранилище данных,Обслуживание оборудования,85727,77250,Повышение квалификации сотрудников,Доволен,377,-8477,204.91
9874,2024-04-19 12:12:24,Исследования и разработка,CRM,Обучение сотрудников,78037,69851,Централизация закупок ПО,Доволен,417,-8186,167.51
9875,2023-12-28 11:10:40,Финансы,ETL-инструменты,Обучение сотрудников,6353,5545,Повышение квалификации сотрудников,Недоволен,327,-808,16.96
9876,2024-03-14 11:11:48,Продажи,ERP,Консалтинг,47149,41225,Оптимизация облачных ресурсов,Доволен,323,-5924,127.63
9877,2023-09-16 18:42:03,ИТ,Хранилище данных,Облачные сервисы,96979,110513,Автоматизация рутинных задач,Нейтрально,35,13534,3157.51
9878,2023-04-30 00:47:09,HR,Data Lake,Лицензии на ПО,54745,56532,Централизация закупок ПО,Доволен,300,1787,188.44
9879,2023-08-14 11:17:09,Логистика,CRM,Лицензии на ПО,95307,91339,Оптимизация облачных ресурсов,Доволен,11,-3968,8303.55
9880,2024-10-06 05:55:50,Логистика,Data Lake,Облачные сервисы,80542,83218,Переход на ПО с открытым исходным кодом,Доволен,342,2676,243.33
9881,2024-03-20 12:49:59,HR,ETL-инструменты,Консалтинг,46914,46810,Повышение квалификации сотрудников,Недоволен,409,-104,114.45
9882,2024-04-10 23:46:35,Логистика,Система управленческого учета,Консалтинг,95037,109288,Централизация закупок ПО,Очень доволен,443,14251,246.7
9883,2023-01-11 09:10:53,ИТ,ETL-инструменты,Консалтинг,85912,82700,Автоматизация рутинных задач,Нейтрально,265,-3212,312.08
9884,2024-03-04 01:16:48,Маркетинг,Data Lake,Заработная плата персонала,8116,7391,Переход на ПО с открытым исходным кодом,Очень доволен,327,-725,22.6
9885,2024-11-14 07:37:48,Маркетинг,Хранилище данных,Консалтинг,35371,35788,Пересмотр лицензионных соглашений,Очень доволен,349,417,102.54
9886,2023-01-30 11:38:07,HR,Система управленческого учета,Облачные сервисы,10597,9415,Централизация закупок ПО,Недоволен,320,-1182,29.42
9887,2024-08-05 16:37:36,Логистика,ETL-инструменты,Обслуживание оборудования,19807,22370,Переход на ПО с открытым исходным кодом,Недоволен,479,2563,46.7
9888,2024-08-10 11:44:09,Продажи,ERP,Обслуживание оборудования,26620,32913,Переход на ПО с открытым исходным кодом,Недоволен,71,6293,463.56
9889,2023-03-08 09:05:48,Маркетинг,BI-платформа,Обслуживание оборудования,54376,52918,Автоматизация рутинных задач,Очень доволен,126,-1458,419.98
9890,2023-11-11 21:59:08,Производство,CRM,Обучение сотрудников,88442,87390,Пересмотр лицензионных соглашений,Очень недоволен,183,-1052,477.54
9891,2023-01-05 08:13:19,ИТ,ETL-инструменты,Обслуживание оборудования,60683,75698,Переход на ПО с открытым исходным кодом,Недоволен,352,15015,215.05
9892,2024-08-11 17:50:38,ИТ,Data Lake,Обучение сотрудников,32337,34024,Оптимизация облачных ресурсов,Очень доволен,204,1687,166.78
9893,2023-04-30 12:13:23,Маркетинг,ERP,Консалтинг,55199,55353,Оптимизация облачных ресурсов,Доволен,225,154,246.01
9894,2023-08-31 05:09:53,ИТ,Data Lake,Обучение сотрудников,98103,107178,Пересмотр лицензионных соглашений,Нейтрально,160,9075,669.86
9895,2023-02-01 15:02:42,Исследования и разработка,ERP,Консалтинг,54498,46514,Автоматизация рутинных задач,Очень доволен,401,-7984,116.0
9896,2023-04-10 20:12:21,Исследования и разработка,Хранилище данных,Консалтинг,59962,67393,Автоматизация рутинных задач,Нейтрально,161,7431,418.59
9897,2023-05-05 22:46:18,Маркетинг,BI-платформа,Облачные сервисы,83797,78082,Пересмотр лицензионных соглашений,Нейтрально,60,-5715,1301.37
9898,2024-12-15 08:04:37,ИТ,Хранилище данных,Лицензии на ПО,67859,82168,Централизация закупок ПО,Доволен,447,14309,183.82
9899,2023-06-16 10:33:29,ИТ,ERP,Обслуживание оборудования,7118,8859,Переход на ПО с открытым исходным кодом,Очень недоволен,195,1741,45.43
9900,2024-08-17 14:37:52,Продажи,BI-платформа,Обслуживание оборудования,62170,64561,Повышение квалификации сотрудников,Очень недоволен,28,2391,2305.75
9901,2023-06-13 02:00:23,Продажи,Хранилище данных,Лицензии на ПО,18380,20098,Централизация закупок ПО,Очень доволен,55,1718,365.42
9902,2023-06-13 15:51:39,Исследования и разработка,Хранилище данных,Обучение сотрудников,5143,6150,Централизация закупок ПО,Нейтрально,161,1007,38.2
9903,2024-02-21 21:52:06,ИТ,Система управленческого учета,Обучение сотрудников,89519,98089,Автоматизация рутинных задач,Нейтрально,48,8570,2043.52
9904,2023-04-16 13:00:37,Финансы,BI-платформа,Облачные сервисы,72055,72530,Автоматизация рутинных задач,Нейтрально,239,475,303.47
9905,2023-07-15 22:49:41,Продажи,Система управленческого учета,Обучение сотрудников,89652,87865,Повышение квалификации сотрудников,Доволен,229,-1787,383.69
9906,2024-03-23 19:59:08,HR,Система управленческого учета,Лицензии на ПО,8388,7814,Пересмотр лицензионных соглашений,Доволен,284,-574,27.51
9907,2024-04-02 16:31:36,ИТ,CRM,Консалтинг,63332,69183,Автоматизация рутинных задач,Доволен,25,5851,2767.32
9908,2024-10-24 14:12:04,Производство,BI-платформа,Заработная плата персонала,26631,28789,Автоматизация рутинных задач,Недоволен,204,2158,141.12
9909,2024-12-27 23:34:02,Финансы,BI-платформа,Заработная плата персонала,68659,72233,Переход на ПО с открытым исходным кодом,Недоволен,418,3574,172.81
9910,2024-02-23 19:08:55,Производство,CRM,Лицензии на ПО,99286,91008,Переход на ПО с открытым исходным кодом,Нейтрально,375,-8278,242.69
9911,2023-12-05 13:50:45,Логистика,Хранилище данных,Обслуживание оборудования,37196,46107,Централизация закупок ПО,Очень доволен,457,8911,100.89
9912,2023-10-02 02:46:02,Финансы,BI-платформа,Облачные сервисы,18228,16470,Оптимизация облачных ресурсов,Нейтрально,330,-1758,49.91
9913,2023-01-06 06:12:26,Производство,Система управленческого учета,Облачные сервисы,92072,101820,Переход на ПО с открытым исходным кодом,Очень доволен,464,9748,219.44
9914,2023-03-09 08:02:54,Продажи,Data Lake,Обслуживание оборудования,33067,36408,Централизация закупок ПО,Недоволен,400,3341,91.02
9915,2023-11-13 13:49:48,Продажи,ERP,Облачные сервисы,15386,13189,Пересмотр лицензионных соглашений,Нейтрально,229,-2197,57.59
9916,2024-11-11 06:09:15,Производство,CRM,Лицензии на ПО,33480,41479,Повышение квалификации сотрудников,Очень недоволен,357,7999,116.19
9917,2023-05-19 20:27:06,Производство,Хранилище данных,Консалтинг,84913,77494,Оптимизация облачных ресурсов,Очень недоволен,360,-7419,215.26
9918,2024-03-18 04:07:22,Продажи,Data Lake,Лицензии на ПО,31069,38225,Переход на ПО с открытым исходным кодом,Очень недоволен,202,7156,189.23
9919,2023-05-06 08:56:36,Финансы,Система управленческого учета,Обучение сотрудников,65759,68569,Пересмотр лицензионных соглашений,Недоволен,157,2810,436.75
9920,2023-01-12 03:49:18,ИТ,Data Lake,Обучение сотрудников,95251,82966,Пересмотр лицензионных соглашений,Очень доволен,432,-12285,192.05
9921,2023-08-09 06:06:55,Маркетинг,Data Lake,Обслуживание оборудования,16940,14859,Оптимизация облачных ресурсов,Очень доволен,300,-2081,49.53
9922,2023-03-19 05:27:13,Логистика,Data Lake,Лицензии на ПО,46432,44659,Централизация закупок ПО,Очень доволен,118,-1773,378.47
9923,2024-05-17 17:03:16,HR,Система управленческого учета,Заработная плата персонала,61980,77430,Повышение квалификации сотрудников,Нейтрально,271,15450,285.72
9924,2023-05-10 06:19:57,Производство,CRM,Обучение сотрудников,97463,114377,Автоматизация рутинных задач,Нейтрально,496,16914,230.6
9925,2024-05-05 01:18:35,HR,CRM,Лицензии на ПО,17366,21268,Оптимизация облачных ресурсов,Очень доволен,127,3902,167.46
9926,2023-02-18 17:40:58,Маркетинг,CRM,Лицензии на ПО,15863,17455,Автоматизация рутинных задач,Очень доволен,123,1592,141.91
9927,2023-10-09 20:52:34,Исследования и разработка,ETL-инструменты,Заработная плата персонала,25668,23843,Переход на ПО с открытым исходным кодом,Доволен,356,-1825,66.97
9928,2023-12-04 11:59:45,Маркетинг,ERP,Консалтинг,67167,76645,Оптимизация облачных ресурсов,Очень недоволен,12,9478,6387.08
9929,2023-01-06 09:32:00,Производство,BI-платформа,Консалтинг,78839,88146,Переход на ПО с открытым исходным кодом,Недоволен,433,9307,203.57
9930,2024-12-05 22:46:15,Маркетинг,ETL-инструменты,Обслуживание оборудования,65715,60070,Переход на ПО с открытым исходным кодом,Недоволен,106,-5645,566.7
9931,2024-11-28 08:55:48,ИТ,ETL-инструменты,Лицензии на ПО,10879,12149,Пересмотр лицензионных соглашений,Нейтрально,349,1270,34.81
9932,2023-07-08 11:07:39,Логистика,CRM,Заработная плата персонала,77466,66822,Оптимизация облачных ресурсов,Очень доволен,79,-10644,845.85
9933,2023-06-05 12:21:58,HR,ERP,Консалтинг,92360,96874,Оптимизация облачных ресурсов,Очень недоволен,183,4514,529.37
9934,2024-11-03 19:12:12,Производство,ERP,Лицензии на ПО,42182,51347,Переход на ПО с открытым исходным кодом,Очень доволен,84,9165,611.27
9935,2023-05-08 16:44:09,Производство,Data Lake,Консалтинг,78833,96706,Оптимизация облачных ресурсов,Нейтрально,22,17873,4395.73
9936,2024-01-22 09:14:37,Маркетинг,ERP,Лицензии на ПО,84664,96606,Повышение квалификации сотрудников,Нейтрально,37,11942,2610.97
9937,2024-01-19 21:45:35,Финансы,ERP,Консалтинг,64502,59678,Оптимизация облачных ресурсов,Нейтрально,332,-4824,179.75
9938,2023-06-30 02:25:57,Финансы,Система управленческого учета,Обучение сотрудников,13866,15401,Автоматизация рутинных задач,Нейтрально,395,1535,38.99
9939,2024-08-27 14:08:39,HR,Хранилище данных,Обучение сотрудников,75927,80614,Автоматизация рутинных задач,Недоволен,21,4687,3838.76
9940,2024-05-10 21:33:04,Логистика,BI-платформа,Заработная плата персонала,41464,41464,Пересмотр лицензионных соглашений,Нейтрально,302,0,137.3
9941,2023-07-03 18:49:04,ИТ,Хранилище данных,Облачные сервисы,97204,108778,Пересмотр лицензионных соглашений,Нейтрально,363,11574,299.66
9942,2023-03-03 21:18:52,Продажи,ETL-инструменты,Консалтинг,33921,38965,Оптимизация облачных ресурсов,Доволен,318,5044,122.53
9943,2024-10-13 03:24:28,Логистика,CRM,Заработная плата персонала,55426,51134,Автоматизация рутинных задач,Доволен,439,-4292,116.48
